FREQ,Frequency,L_MEASURE,Measure,L_REP_CTY,Reporting country,CBS_BANK_TYPE,CBS bank type,CBS_BASIS,CBS reporting basis,L_POSITION,Balance sheet position,L_INSTR,Type of instruments,REM_MATURITY,Remaining maturity,CURR_TYPE_BOOK,Currency type of booking location,L_CP_SECTOR,Counterparty sector,L_CP_COUNTRY,Counterparty country,COLLECTION,Collection Indicator,Series,2017-Q1,2017-Q2,2017-Q3,2017-Q4,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2021-Q2,2021-Q3,2021-Q4,2022-Q1,2022-Q2,2022-Q3
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,X,Credit commitments,A,All instruments,A,Total (all maturities),TO1,All currencies,A,All sectors,AT,Austria,,,Q:S:5A:4R:U:X:A:A:TO1:A:AT,21965.729,22203.061,32588.884,32075.431,32140.711,30671.431,32672.729,33294.117,32967.320,32868.959,34338.057,35391.126,39746.881,36131.865,36406.129,39387.306,37431.738,38055.356,36273.664,36842.709,36495.821,34363.937,32518.189
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,X,Credit commitments,A,All instruments,A,Total (all maturities),TO1,All currencies,A,All sectors,AU,Australia,,,Q:S:5A:4R:U:X:A:A:TO1:A:AU,78397.635,81082.858,85213.829,87154.459,82219.420,84739.270,84064.772,88061.721,87367.127,90640.724,85325.568,90999.596,74146.707,96067.376,100826.967,114365.251,112825.339,111893.899,111852.534,126063.191,128453.978,108104.767,97172.619
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,X,Credit commitments,A,All instruments,A,Total (all maturities),TO1,All currencies,A,All sectors,BE,Belgium,,,Q:S:5A:4R:U:X:A:A:TO1:A:BE,61551.015,62416.516,67358.633,68455.511,73478.769,69794.263,68484.439,63479.825,61840.559,61113.351,60461.149,60832.135,55098.947,61074.300,64033.895,65527.837,75288.915,77347.720,75118.037,67826.332,78838.263,68800.175,74338.356
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,X,Credit commitments,A,All instruments,A,Total (all maturities),TO1,All currencies,A,All sectors,BR,Brazil,,,Q:S:5A:4R:U:X:A:A:TO1:A:BR,44836.598,46992.025,48897.450,45570.014,49978.348,50922.585,50828.525,45300.198,45600.039,47516.648,44935.844,45181.236,30421.380,28495.711,37074.786,40299.175,41170.313,45270.752,42528.246,43109.302,47089.709,44375.037,45092.875
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,X,Credit commitments,A,All instruments,A,Total (all maturities),TO1,All currencies,A,All sectors,CA,Canada,,,Q:S:5A:4R:U:X:A:A:TO1:A:CA,130207.383,130532.545,137985.713,131718.174,131949.841,131827.343,132192.364,127290.076,127819.663,130819.853,130040.512,134482.303,116329.816,129549.689,138393.128,142187.147,153753.853,154096.812,153233.951,142298.142,131732.009,126755.854,125144.502
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,X,Credit commitments,A,All instruments,A,Total (all maturities),TO1,All currencies,A,All sectors,CH,Switzerland,,,Q:S:5A:4R:U:X:A:A:TO1:A:CH,72842.397,76641.183,78628.256,77198.900,79347.875,78080.049,80068.589,72938.489,75961.633,78180.196,76479.674,78928.755,76978.983,81462.422,80877.960,83485.605,82794.227,83213.570,82245.480,87231.063,91143.379,91977.668,86034.470
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,X,Credit commitments,A,All instruments,A,Total (all maturities),TO1,All currencies,A,All sectors,CN,China,,,Q:S:5A:4R:U:X:A:A:TO1:A:CN,57876.021,75821.251,64635.562,51427.735,55471.151,51783.301,55987.043,55685.871,59679.681,61954.738,56031.618,59224.443,56137.587,56394.762,56098.596,59056.546,73716.973,67479.589,66499.008,61862.886,69877.320,50410.977,45378.401
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,X,Credit commitments,A,All instruments,A,Total (all maturities),TO1,All currencies,A,All sectors,DE,Germany,,,Q:S:5A:4R:U:X:A:A:TO1:A:DE,239447.883,247734.859,252726.617,253599.458,264604.307,220800.826,216462.010,218287.384,257057.633,253954.898,248445.333,238774.499,255166.039,279012.012,310997.163,328164.359,323624.662,344720.410,336234.442,335707.876,327783.787,299569.434,308052.297
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,X,Credit commitments,A,All instruments,A,Total (all maturities),TO1,All currencies,A,All sectors,ES,Spain,,,Q:S:5A:4R:U:X:A:A:TO1:A:ES,45819.242,50235.578,51543.835,54435.725,58662.608,57327.814,54733.761,55519.595,60219.640,64284.368,63333.406,60848.564,58049.482,60712.937,63350.229,71588.317,72653.533,81800.671,80610.030,78039.804,74324.441,66750.994,60566.238
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,X,Credit commitments,A,All instruments,A,Total (all maturities),TO1,All currencies,A,All sectors,GB,United Kingdom,,,Q:S:5A:4R:U:X:A:A:TO1:A:GB,861554.368,896436.995,411412.685,400279.872,451860.696,434204.398,439353.838,407296.679,400917.723,392863.425,394681.946,396263.805,374561.512,391507.077,429626.516,454947.101,472499.492,454282.741,449090.894,438070.724,460429.670,436401.347,412845.416
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,X,Credit commitments,A,All instruments,A,Total (all maturities),TO1,All currencies,A,All sectors,GR,Greece,,,Q:S:5A:4R:U:X:A:A:TO1:A:GR,2254.393,4490.150,3973.469,2135.278,2514.579,2137.224,3130.472,2830.835,1315.248,1543.867,1894.711,1785.989,1760.815,1329.493,1411.933,1533.341,1629.302,1514.475,1257.139,1239.094,2032.024,2012.429,1735.223
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,X,Credit commitments,A,All instruments,A,Total (all maturities),TO1,All currencies,A,All sectors,IN,India,,,Q:S:5A:4R:U:X:A:A:TO1:A:IN,26073.884,29738.997,27009.068,29690.631,29653.736,30910.928,31597.114,30122.394,27835.221,29630.559,30048.628,31358.136,30316.460,27642.942,27067.129,32658.314,30331.686,29818.097,30705.031,34252.721,32785.764,28084.963,27974.175
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,X,Credit commitments,A,All instruments,A,Total (all maturities),TO1,All currencies,A,All sectors,IT,Italy,,,Q:S:5A:4R:U:X:A:A:TO1:A:IT,67650.634,83375.546,83755.084,87599.115,87339.766,79346.332,79544.224,95241.672,98587.086,109485.119,105487.850,96760.612,97433.113,104674.496,112575.025,114273.494,109286.208,111743.963,107449.605,89453.096,105335.880,123988.599,123028.002
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,X,Credit commitments,A,All instruments,A,Total (all maturities),TO1,All currencies,A,All sectors,MX,Mexico,,,Q:S:5A:4R:U:X:A:A:TO1:A:MX,47077.265,48991.938,46768.473,47347.038,63588.043,65378.484,66255.756,64535.288,64896.017,66694.648,70132.505,70222.002,53194.610,52570.241,56485.727,67483.966,63561.360,64857.915,65135.834,67716.916,68843.186,68953.352,72200.538
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,X,Credit commitments,A,All instruments,A,Total (all maturities),TO1,All currencies,A,All sectors,NL,Netherlands,,,Q:S:5A:4R:U:X:A:A:TO1:A:NL,102516.190,108095.963,109057.210,112575.602,128482.112,120938.336,115091.214,131663.644,119871.515,116406.332,114353.996,132469.610,124855.850,129270.675,155179.270,164536.545,159857.472,161362.004,161014.314,154227.145,156111.874,152447.538,142937.960
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,X,Credit commitments,A,All instruments,A,Total (all maturities),TO1,All currencies,A,All sectors,SG,Singapore,,,Q:S:5A:4R:U:X:A:A:TO1:A:SG,46451.129,52085.945,51969.879,53818.560,58357.121,55043.499,54026.805,53791.149,58131.471,58387.195,61100.270,57988.729,57990.953,60187.988,57128.050,53755.719,61179.949,64100.627,66673.192,70941.526,75479.604,73999.924,73223.236
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,X,Credit commitments,A,All instruments,A,Total (all maturities),TO1,All currencies,A,All sectors,US,United States,,,Q:S:5A:4R:U:X:A:A:TO1:A:US,1396211.520,1376471.178,1406010.424,1459295.275,1512791.750,1560179.275,1564103.818,1561392.941,1591379.921,1600167.797,1647717.021,1638002.911,1492550.790,1577849.844,1665613.731,1673216.652,1704046.087,1712381.831,1733859.363,1741074.469,1768029.327,1824355.511,1848474.688
