Measure,CBS_BANK_TYPE,Remaining maturity,Currency type of booking location,Counterparty sector,Counterparty country,Series,Quaterlly_per_year,Amount_stocks_units
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Canada,Q:S:5A:4R:U:D:A:A:TO1:A:CA,2021-Q1,384094.863
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Switzerland,Q:S:5A:4R:U:D:A:A:TO1:A:CH,2021-Q1,254078.096
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,China,Q:S:5A:4R:U:D:A:A:TO1:A:CN,2021-Q1,538011.358
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Germany,Q:S:5A:4R:U:D:A:A:TO1:A:DE,2021-Q1,838278.818
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Spain,Q:S:5A:4R:U:D:A:A:TO1:A:ES,2021-Q1,389645.426
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,United Kingdom,Q:S:5A:4R:U:D:A:A:TO1:A:GB,2021-Q1,968819.094
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Greece,Q:S:5A:4R:U:D:A:A:TO1:A:GR,2021-Q1,15858.253
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,India,Q:S:5A:4R:U:D:A:A:TO1:A:IN,2021-Q1,119323.593
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Italy,Q:S:5A:4R:U:D:A:A:TO1:A:IT,2021-Q1,412896.993
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Mexico,Q:S:5A:4R:U:D:A:A:TO1:A:MX,2021-Q1,74231.06
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Netherlands,Q:S:5A:4R:U:D:A:A:TO1:A:NL,2021-Q1,429039.438
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Singapore,Q:S:5A:4R:U:D:A:A:TO1:A:SG,2021-Q1,201515.839
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,United States,Q:S:5A:4R:U:D:A:A:TO1:A:US,2021-Q1,3773618.451
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,All countries excluding residents,Q:S:5A:4R:U:W:A:A:TO1:A:3P,2021-Q1,3347725.781
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Austria,Q:S:5A:4R:U:W:A:A:TO1:A:AT,2021-Q1,19493.363
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Australia,Q:S:5A:4R:U:W:A:A:TO1:A:AU,2021-Q1,44066.526
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Belgium,Q:S:5A:4R:U:W:A:A:TO1:A:BE,2021-Q1,31935.407
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Brazil,Q:S:5A:4R:U:W:A:A:TO1:A:BR,2021-Q1,41842.864
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Canada,Q:S:5A:4R:U:W:A:A:TO1:A:CA,2021-Q1,42232.731
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Switzerland,Q:S:5A:4R:U:W:A:A:TO1:A:CH,2021-Q1,82890.859
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,China,Q:S:5A:4R:U:W:A:A:TO1:A:CN,2021-Q1,98221.086
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Germany,Q:S:5A:4R:U:W:A:A:TO1:A:DE,2021-Q1,183791.55
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Spain,Q:S:5A:4R:U:W:A:A:TO1:A:ES,2021-Q1,76219.832
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,United Kingdom,Q:S:5A:4R:U:W:A:A:TO1:A:GB,2021-Q1,310174.651
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Greece,Q:S:5A:4R:U:W:A:A:TO1:A:GR,2021-Q1,7466.793
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,India,Q:S:5A:4R:U:W:A:A:TO1:A:IN,2021-Q1,27290.573
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Italy,Q:S:5A:4R:U:W:A:A:TO1:A:IT,2021-Q1,139060.636
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Mexico,Q:S:5A:4R:U:W:A:A:TO1:A:MX,2021-Q1,39988.352
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Netherlands,Q:S:5A:4R:U:W:A:A:TO1:A:NL,2021-Q1,92754.589
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Singapore,Q:S:5A:4R:U:W:A:A:TO1:A:SG,2021-Q1,51372.518
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,United States,Q:S:5A:4R:U:W:A:A:TO1:A:US,2021-Q1,668261.875
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,All countries excluding residents,Q:S:5A:4R:U:X:A:A:TO1:A:3P,2021-Q1,5614386.495
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Austria,Q:S:5A:4R:U:X:A:A:TO1:A:AT,2021-Q1,37431.738
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Australia,Q:S:5A:4R:U:X:A:A:TO1:A:AU,2021-Q1,112825.339
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Belgium,Q:S:5A:4R:U:X:A:A:TO1:A:BE,2021-Q1,75288.915
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Brazil,Q:S:5A:4R:U:X:A:A:TO1:A:BR,2021-Q1,41170.313
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Canada,Q:S:5A:4R:U:X:A:A:TO1:A:CA,2021-Q1,153753.853
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Switzerland,Q:S:5A:4R:U:X:A:A:TO1:A:CH,2021-Q1,82794.227
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,China,Q:S:5A:4R:U:X:A:A:TO1:A:CN,2021-Q1,73716.973
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Germany,Q:S:5A:4R:U:X:A:A:TO1:A:DE,2021-Q1,323624.662
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Spain,Q:S:5A:4R:U:X:A:A:TO1:A:ES,2021-Q1,72653.533
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,United Kingdom,Q:S:5A:4R:U:X:A:A:TO1:A:GB,2021-Q1,472499.492
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Greece,Q:S:5A:4R:U:X:A:A:TO1:A:GR,2021-Q1,1629.302
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,India,Q:S:5A:4R:U:X:A:A:TO1:A:IN,2021-Q1,30331.686
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Italy,Q:S:5A:4R:U:X:A:A:TO1:A:IT,2021-Q1,109286.208
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Mexico,Q:S:5A:4R:U:X:A:A:TO1:A:MX,2021-Q1,63561.36
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Netherlands,Q:S:5A:4R:U:X:A:A:TO1:A:NL,2021-Q1,159857.472
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Singapore,Q:S:5A:4R:U:X:A:A:TO1:A:SG,2021-Q1,61179.949
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,United States,Q:S:5A:4R:U:X:A:A:TO1:A:US,2021-Q1,1704046.087
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,All countries excluding residents,Q:S:5A:4R:U:B:A:A:TO1:A:3P,2021-Q2,15086923.793
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Austria,Q:S:5A:4R:U:B:A:A:TO1:A:AT,2021-Q2,115159.598
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Australia,Q:S:5A:4R:U:B:A:A:TO1:A:AU,2021-Q2,365030.879
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Belgium,Q:S:5A:4R:U:B:A:A:TO1:A:BE,2021-Q2,406625.316
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Brazil,Q:S:5A:4R:U:B:A:A:TO1:A:BR,2021-Q2,230855.426
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Canada,Q:S:5A:4R:U:B:A:A:TO1:A:CA,2021-Q2,198062.126
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Switzerland,Q:S:5A:4R:U:B:A:A:TO1:A:CH,2021-Q2,172031.484
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,China,Q:S:5A:4R:U:B:A:A:TO1:A:CN,2021-Q2,395469.556
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Germany,Q:S:5A:4R:U:B:A:A:TO1:A:DE,2021-Q2,965365.321
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Spain,Q:S:5A:4R:U:B:A:A:TO1:A:ES,2021-Q2,114412.886
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,United Kingdom,Q:S:5A:4R:U:B:A:A:TO1:A:GB,2021-Q2,1632424.052
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Greece,Q:S:5A:4R:U:B:A:A:TO1:A:GR,2021-Q2,2598.519
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,India,Q:S:5A:4R:U:B:A:A:TO1:A:IN,2021-Q2,147156.285
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Italy,Q:S:5A:4R:U:B:A:A:TO1:A:IT,2021-Q2,375489.012
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Mexico,Q:S:5A:4R:U:B:A:A:TO1:A:MX,2021-Q2,329237.632
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Netherlands,Q:S:5A:4R:U:B:A:A:TO1:A:NL,2021-Q2,102148.439
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Singapore,Q:S:5A:4R:U:B:A:A:TO1:A:SG,2021-Q2,332506.416
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,United States,Q:S:5A:4R:U:B:A:A:TO1:A:US,2021-Q2,3580568.931
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,All countries excluding residents,Q:S:5A:4R:U:C:A:A:TO1:A:3P,2021-Q2,31083238.965
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Austria,Q:S:5A:4R:U:C:A:A:TO1:A:AT,2021-Q2,235427.602
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Australia,Q:S:5A:4R:U:C:A:A:TO1:A:AU,2021-Q2,603016.657
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Belgium,Q:S:5A:4R:U:C:A:A:TO1:A:BE,2021-Q2,628267.983
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Brazil,Q:S:5A:4R:U:C:A:A:TO1:A:BR,2021-Q2,357111.709
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Canada,Q:S:5A:4R:U:C:A:A:TO1:A:CA,2021-Q2,607628.205
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Switzerland,Q:S:5A:4R:U:C:A:A:TO1:A:CH,2021-Q2,421870.094
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,China,Q:S:5A:4R:U:C:A:A:TO1:A:CN,2021-Q2,934938.58
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Germany,Q:S:5A:4R:U:C:A:A:TO1:A:DE,2021-Q2,1790601.58
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Spain,Q:S:5A:4R:U:C:A:A:TO1:A:ES,2021-Q2,511970.434
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,United Kingdom,Q:S:5A:4R:U:C:A:A:TO1:A:GB,2021-Q2,2564322.982
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Greece,Q:S:5A:4R:U:C:A:A:TO1:A:GR,2021-Q2,20389.229
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,India,Q:S:5A:4R:U:C:A:A:TO1:A:IN,2021-Q2,269410.278
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Italy,Q:S:5A:4R:U:C:A:A:TO1:A:IT,2021-Q2,788739.632
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Mexico,Q:S:5A:4R:U:C:A:A:TO1:A:MX,2021-Q2,404142.17
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Netherlands,Q:S:5A:4R:U:C:A:A:TO1:A:NL,2021-Q2,528743.471
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Singapore,Q:S:5A:4R:U:C:A:A:TO1:A:SG,2021-Q2,529446.583
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,United States,Q:S:5A:4R:U:C:A:A:TO1:A:US,2021-Q2,7242236.632
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,All countries excluding residents,Q:S:5A:4R:U:C:V:A:TO1:A:3P,2021-Q2,2239768.59
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Austria,Q:S:5A:4R:U:C:V:A:TO1:A:AT,2021-Q2,9172.182
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Australia,Q:S:5A:4R:U:C:V:A:TO1:A:AU,2021-Q2,33177.426
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Belgium,Q:S:5A:4R:U:C:V:A:TO1:A:BE,2021-Q2,22376.85
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Brazil,Q:S:5A:4R:U:C:V:A:TO1:A:BR,2021-Q2,12143.172
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Canada,Q:S:5A:4R:U:C:V:A:TO1:A:CA,2021-Q2,40021.81
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Switzerland,Q:S:5A:4R:U:C:V:A:TO1:A:CH,2021-Q2,37216.28
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,China,Q:S:5A:4R:U:C:V:A:TO1:A:CN,2021-Q2,20076.517
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Germany,Q:S:5A:4R:U:C:V:A:TO1:A:DE,2021-Q2,220569.752
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Spain,Q:S:5A:4R:U:C:V:A:TO1:A:ES,2021-Q2,33699.052
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,United Kingdom,Q:S:5A:4R:U:C:V:A:TO1:A:GB,2021-Q2,636247.409
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Greece,Q:S:5A:4R:U:C:V:A:TO1:A:GR,2021-Q2,8127.359
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,India,Q:S:5A:4R:U:C:V:A:TO1:A:IN,2021-Q2,4084.0
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Italy,Q:S:5A:4R:U:C:V:A:TO1:A:IT,2021-Q2,63012.546
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Mexico,Q:S:5A:4R:U:C:V:A:TO1:A:MX,2021-Q2,12554.552
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Netherlands,Q:S:5A:4R:U:C:V:A:TO1:A:NL,2021-Q2,68773.821
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Singapore,Q:S:5A:4R:U:C:V:A:TO1:A:SG,2021-Q2,15456.436
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,United States,Q:S:5A:4R:U:C:V:A:TO1:A:US,2021-Q2,464416.228
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,All countries excluding residents,Q:S:5A:4R:U:D:A:A:TO1:A:3P,2021-Q2,15996316.507
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Austria,Q:S:5A:4R:U:D:A:A:TO1:A:AT,2021-Q2,120267.996
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Australia,Q:S:5A:4R:U:D:A:A:TO1:A:AU,2021-Q2,237984.771
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Belgium,Q:S:5A:4R:U:D:A:A:TO1:A:BE,2021-Q2,221640.659
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Brazil,Q:S:5A:4R:U:D:A:A:TO1:A:BR,2021-Q2,126255.282
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Canada,Q:S:5A:4R:U:D:A:A:TO1:A:CA,2021-Q2,409568.066
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Switzerland,Q:S:5A:4R:U:D:A:A:TO1:A:CH,2021-Q2,249838.236
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,China,Q:S:5A:4R:U:D:A:A:TO1:A:CN,2021-Q2,539469.208
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Germany,Q:S:5A:4R:U:D:A:A:TO1:A:DE,2021-Q2,825238.243
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Spain,Q:S:5A:4R:U:D:A:A:TO1:A:ES,2021-Q2,397559.544
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,United Kingdom,Q:S:5A:4R:U:D:A:A:TO1:A:GB,2021-Q2,931898.892
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Greece,Q:S:5A:4R:U:D:A:A:TO1:A:GR,2021-Q2,17789.706
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,India,Q:S:5A:4R:U:D:A:A:TO1:A:IN,2021-Q2,122253.991
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Italy,Q:S:5A:4R:U:D:A:A:TO1:A:IT,2021-Q2,413251.611
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Mexico,Q:S:5A:4R:U:D:A:A:TO1:A:MX,2021-Q2,74904.529
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Netherlands,Q:S:5A:4R:U:D:A:A:TO1:A:NL,2021-Q2,426594.02
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Singapore,Q:S:5A:4R:U:D:A:A:TO1:A:SG,2021-Q2,196943.158
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,United States,Q:S:5A:4R:U:D:A:A:TO1:A:US,2021-Q2,3661668.537
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,All countries excluding residents,Q:S:5A:4R:U:W:A:A:TO1:A:3P,2021-Q2,3258907.97
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Austria,Q:S:5A:4R:U:W:A:A:TO1:A:AT,2021-Q2,18701.771
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Australia,Q:S:5A:4R:U:W:A:A:TO1:A:AU,2021-Q2,41454.863
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Belgium,Q:S:5A:4R:U:W:A:A:TO1:A:BE,2021-Q2,31737.643
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Brazil,Q:S:5A:4R:U:W:A:A:TO1:A:BR,2021-Q2,41339.937
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Canada,Q:S:5A:4R:U:W:A:A:TO1:A:CA,2021-Q2,42285.029
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Switzerland,Q:S:5A:4R:U:W:A:A:TO1:A:CH,2021-Q2,82021.085
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,China,Q:S:5A:4R:U:W:A:A:TO1:A:CN,2021-Q2,95625.088
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Germany,Q:S:5A:4R:U:W:A:A:TO1:A:DE,2021-Q2,175541.332
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Spain,Q:S:5A:4R:U:W:A:A:TO1:A:ES,2021-Q2,73352.478
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,United Kingdom,Q:S:5A:4R:U:W:A:A:TO1:A:GB,2021-Q2,286987.282
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Greece,Q:S:5A:4R:U:W:A:A:TO1:A:GR,2021-Q2,7019.304
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,India,Q:S:5A:4R:U:W:A:A:TO1:A:IN,2021-Q2,26208.115
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Italy,Q:S:5A:4R:U:W:A:A:TO1:A:IT,2021-Q2,134732.812
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Mexico,Q:S:5A:4R:U:W:A:A:TO1:A:MX,2021-Q2,39766.497
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Netherlands,Q:S:5A:4R:U:W:A:A:TO1:A:NL,2021-Q2,90172.925
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Singapore,Q:S:5A:4R:U:W:A:A:TO1:A:SG,2021-Q2,50220.126
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,United States,Q:S:5A:4R:U:W:A:A:TO1:A:US,2021-Q2,612056.168
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,All countries excluding residents,Q:S:5A:4R:U:X:A:A:TO1:A:3P,2021-Q2,5694658.962
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Austria,Q:S:5A:4R:U:X:A:A:TO1:A:AT,2021-Q2,38055.356
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Australia,Q:S:5A:4R:U:X:A:A:TO1:A:AU,2021-Q2,111893.899
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Belgium,Q:S:5A:4R:U:X:A:A:TO1:A:BE,2021-Q2,77347.72
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Brazil,Q:S:5A:4R:U:X:A:A:TO1:A:BR,2021-Q2,45270.752
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Canada,Q:S:5A:4R:U:X:A:A:TO1:A:CA,2021-Q2,154096.812
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Switzerland,Q:S:5A:4R:U:X:A:A:TO1:A:CH,2021-Q2,83213.57
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,China,Q:S:5A:4R:U:X:A:A:TO1:A:CN,2021-Q2,67479.589
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Germany,Q:S:5A:4R:U:X:A:A:TO1:A:DE,2021-Q2,344720.41
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Spain,Q:S:5A:4R:U:X:A:A:TO1:A:ES,2021-Q2,81800.671
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,United Kingdom,Q:S:5A:4R:U:X:A:A:TO1:A:GB,2021-Q2,454282.741
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Greece,Q:S:5A:4R:U:X:A:A:TO1:A:GR,2021-Q2,1514.475
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,India,Q:S:5A:4R:U:X:A:A:TO1:A:IN,2021-Q2,29818.097
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Italy,Q:S:5A:4R:U:X:A:A:TO1:A:IT,2021-Q2,111743.963
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Mexico,Q:S:5A:4R:U:X:A:A:TO1:A:MX,2021-Q2,64857.915
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Netherlands,Q:S:5A:4R:U:X:A:A:TO1:A:NL,2021-Q2,161362.004
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Singapore,Q:S:5A:4R:U:X:A:A:TO1:A:SG,2021-Q2,64100.627
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,United States,Q:S:5A:4R:U:X:A:A:TO1:A:US,2021-Q2,1712381.831
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,All countries excluding residents,Q:S:5A:4R:U:B:A:A:TO1:A:3P,2021-Q3,15061651.802
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Austria,Q:S:5A:4R:U:B:A:A:TO1:A:AT,2021-Q3,114548.827
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Australia,Q:S:5A:4R:U:B:A:A:TO1:A:AU,2021-Q3,348774.203
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Belgium,Q:S:5A:4R:U:B:A:A:TO1:A:BE,2021-Q3,394345.365
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Brazil,Q:S:5A:4R:U:B:A:A:TO1:A:BR,2021-Q3,223216.901
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Canada,Q:S:5A:4R:U:B:A:A:TO1:A:CA,2021-Q3,209658.119
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Switzerland,Q:S:5A:4R:U:B:A:A:TO1:A:CH,2021-Q3,156051.315
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,China,Q:S:5A:4R:U:B:A:A:TO1:A:CN,2021-Q3,394010.974
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Germany,Q:S:5A:4R:U:B:A:A:TO1:A:DE,2021-Q3,923707.848
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Spain,Q:S:5A:4R:U:B:A:A:TO1:A:ES,2021-Q3,110996.292
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,United Kingdom,Q:S:5A:4R:U:B:A:A:TO1:A:GB,2021-Q3,1557086.885
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Greece,Q:S:5A:4R:U:B:A:A:TO1:A:GR,2021-Q3,2430.1
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,India,Q:S:5A:4R:U:B:A:A:TO1:A:IN,2021-Q3,155187.755
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Italy,Q:S:5A:4R:U:B:A:A:TO1:A:IT,2021-Q3,369039.754
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Mexico,Q:S:5A:4R:U:B:A:A:TO1:A:MX,2021-Q3,311091.0
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Netherlands,Q:S:5A:4R:U:B:A:A:TO1:A:NL,2021-Q3,105653.552
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Singapore,Q:S:5A:4R:U:B:A:A:TO1:A:SG,2021-Q3,337171.971
