Measure,CBS_BANK_TYPE,Remaining maturity,Currency type of booking location,Counterparty sector,Counterparty country,Series,Quaterlly_per_year,Amount_stocks_units
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,India,Q:S:5A:4O:F:I:A:A:TO1:A:IN,2019-Q4,147991.074
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Italy,Q:S:5A:4O:F:I:A:A:TO1:A:IT,2019-Q4,463073.296
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Mexico,Q:S:5A:4O:F:I:A:A:TO1:A:MX,2019-Q4,133494.498
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Netherlands,Q:S:5A:4O:F:I:A:A:TO1:A:NL,2019-Q4,533464.251
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Singapore,Q:S:5A:4O:F:I:A:A:TO1:A:SG,2019-Q4,352712.607
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,United States,Q:S:5A:4O:F:I:A:A:TO1:A:US,2019-Q4,3093639.763
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",All countries excluding residents,Q:S:5A:4O:F:I:A:A:TO1:B:3P,2019-Q4,4416597.11
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Austria,Q:S:5A:4O:F:I:A:A:TO1:B:AT,2019-Q4,42995.975
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Australia,Q:S:5A:4O:F:I:A:A:TO1:B:AU,2019-Q4,119071.03
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Belgium,Q:S:5A:4O:F:I:A:A:TO1:B:BE,2019-Q4,48535.75
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Brazil,Q:S:5A:4O:F:I:A:A:TO1:B:BR,2019-Q4,27893.591
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Canada,Q:S:5A:4O:F:I:A:A:TO1:B:CA,2019-Q4,120626.888
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Switzerland,Q:S:5A:4O:F:I:A:A:TO1:B:CH,2019-Q4,69406.203
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",China,Q:S:5A:4O:F:I:A:A:TO1:B:CN,2019-Q4,429148.106
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Germany,Q:S:5A:4O:F:I:A:A:TO1:B:DE,2019-Q4,253751.01
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Spain,Q:S:5A:4O:F:I:A:A:TO1:B:ES,2019-Q4,100515.528
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",United Kingdom,Q:S:5A:4O:F:I:A:A:TO1:B:GB,2019-Q4,614631.977
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Greece,Q:S:5A:4O:F:I:A:A:TO1:B:GR,2019-Q4,14818.0
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",India,Q:S:5A:4O:F:I:A:A:TO1:B:IN,2019-Q4,31725.346
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Italy,Q:S:5A:4O:F:I:A:A:TO1:B:IT,2019-Q4,91446.081
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Mexico,Q:S:5A:4O:F:I:A:A:TO1:B:MX,2019-Q4,8243.199
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Netherlands,Q:S:5A:4O:F:I:A:A:TO1:B:NL,2019-Q4,131201.198
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Singapore,Q:S:5A:4O:F:I:A:A:TO1:B:SG,2019-Q4,92641.283
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",United States,Q:S:5A:4O:F:I:A:A:TO1:B:US,2019-Q4,375080.941
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,All countries excluding residents,Q:S:5A:4O:F:I:A:A:TO1:F:3P,2019-Q4,4652216.477
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Austria,Q:S:5A:4O:F:I:A:A:TO1:F:AT,2019-Q4,3500.325
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Australia,Q:S:5A:4O:F:I:A:A:TO1:F:AU,2019-Q4,39279.331
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Belgium,Q:S:5A:4O:F:I:A:A:TO1:F:BE,2019-Q4,12869.714
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Brazil,Q:S:5A:4O:F:I:A:A:TO1:F:BR,2019-Q4,10516.138
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Canada,Q:S:5A:4O:F:I:A:A:TO1:F:CA,2019-Q4,59209.081
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Switzerland,Q:S:5A:4O:F:I:A:A:TO1:F:CH,2019-Q4,23492.673
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,China,Q:S:5A:4O:F:I:A:A:TO1:F:CN,2019-Q4,68794.201
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Germany,Q:S:5A:4O:F:I:A:A:TO1:F:DE,2019-Q4,75534.44
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Spain,Q:S:5A:4O:F:I:A:A:TO1:F:ES,2019-Q4,17518.266
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,United Kingdom,Q:S:5A:4O:F:I:A:A:TO1:F:GB,2019-Q4,443359.116
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Greece,Q:S:5A:4O:F:I:A:A:TO1:F:GR,2019-Q4,449.882
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,India,Q:S:5A:4O:F:I:A:A:TO1:F:IN,2019-Q4,18009.977
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Italy,Q:S:5A:4O:F:I:A:A:TO1:F:IT,2019-Q4,125936.129
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Mexico,Q:S:5A:4O:F:I:A:A:TO1:F:MX,2019-Q4,8828.453
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Netherlands,Q:S:5A:4O:F:I:A:A:TO1:F:NL,2019-Q4,141046.288
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Singapore,Q:S:5A:4O:F:I:A:A:TO1:F:SG,2019-Q4,51938.859
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,United States,Q:S:5A:4O:F:I:A:A:TO1:F:US,2019-Q4,894522.624
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,All countries excluding residents,Q:S:5A:4O:F:I:A:A:TO1:O:3P,2019-Q4,3296763.0
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Austria,Q:S:5A:4O:F:I:A:A:TO1:O:AT,2019-Q4,44018.846
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Australia,Q:S:5A:4O:F:I:A:A:TO1:O:AU,2019-Q4,32899.844
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Belgium,Q:S:5A:4O:F:I:A:A:TO1:O:BE,2019-Q4,63216.183
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Brazil,Q:S:5A:4O:F:I:A:A:TO1:O:BR,2019-Q4,37461.008
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Canada,Q:S:5A:4O:F:I:A:A:TO1:O:CA,2019-Q4,54861.41
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Switzerland,Q:S:5A:4O:F:I:A:A:TO1:O:CH,2019-Q4,42389.057
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,China,Q:S:5A:4O:F:I:A:A:TO1:O:CN,2019-Q4,79693.567
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Germany,Q:S:5A:4O:F:I:A:A:TO1:O:DE,2019-Q4,247645.995
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Spain,Q:S:5A:4O:F:I:A:A:TO1:O:ES,2019-Q4,162756.266
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,United Kingdom,Q:S:5A:4O:F:I:A:A:TO1:O:GB,2019-Q4,76959.215
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Greece,Q:S:5A:4O:F:I:A:A:TO1:O:GR,2019-Q4,19920.293
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,India,Q:S:5A:4O:F:I:A:A:TO1:O:IN,2019-Q4,7155.946
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Italy,Q:S:5A:4O:F:I:A:A:TO1:O:IT,2019-Q4,179540.347
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Mexico,Q:S:5A:4O:F:I:A:A:TO1:O:MX,2019-Q4,34845.096
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Netherlands,Q:S:5A:4O:F:I:A:A:TO1:O:NL,2019-Q4,48547.618
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Singapore,Q:S:5A:4O:F:I:A:A:TO1:O:SG,2019-Q4,35449.74
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,United States,Q:S:5A:4O:F:I:A:A:TO1:O:US,2019-Q4,883358.739
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,All countries excluding residents,Q:S:5A:4O:F:I:A:A:TO1:R:3P,2019-Q4,10702404.728
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Austria,Q:S:5A:4O:F:I:A:A:TO1:R:AT,2019-Q4,43872.895
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Australia,Q:S:5A:4O:F:I:A:A:TO1:R:AU,2019-Q4,136922.998
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Belgium,Q:S:5A:4O:F:I:A:A:TO1:R:BE,2019-Q4,85845.825
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Brazil,Q:S:5A:4O:F:I:A:A:TO1:R:BR,2019-Q4,90328.587
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Canada,Q:S:5A:4O:F:I:A:A:TO1:R:CA,2019-Q4,157563.542
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Switzerland,Q:S:5A:4O:F:I:A:A:TO1:R:CH,2019-Q4,175087.035
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,China,Q:S:5A:4O:F:I:A:A:TO1:R:CN,2019-Q4,385112.222
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Germany,Q:S:5A:4O:F:I:A:A:TO1:R:DE,2019-Q4,253170.592
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Spain,Q:S:5A:4O:F:I:A:A:TO1:R:ES,2019-Q4,99725.49
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,United Kingdom,Q:S:5A:4O:F:I:A:A:TO1:R:GB,2019-Q4,787094.311
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Greece,Q:S:5A:4O:F:I:A:A:TO1:R:GR,2019-Q4,12496.117
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,India,Q:S:5A:4O:F:I:A:A:TO1:R:IN,2019-Q4,109032.327
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Italy,Q:S:5A:4O:F:I:A:A:TO1:R:IT,2019-Q4,194260.686
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Mexico,Q:S:5A:4O:F:I:A:A:TO1:R:MX,2019-Q4,90463.216
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Netherlands,Q:S:5A:4O:F:I:A:A:TO1:R:NL,2019-Q4,351386.284
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Singapore,Q:S:5A:4O:F:I:A:A:TO1:R:SG,2019-Q4,223404.683
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,United States,Q:S:5A:4O:F:I:A:A:TO1:R:US,2019-Q4,1832392.164
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,All countries excluding residents,Q:S:5A:4O:F:I:A:A:TO1:A:3P,2020-Q1,19502731.309
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Austria,Q:S:5A:4O:F:I:A:A:TO1:A:AT,2020-Q1,137194.68
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Australia,Q:S:5A:4O:F:I:A:A:TO1:A:AU,2020-Q1,283952.692
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Belgium,Q:S:5A:4O:F:I:A:A:TO1:A:BE,2020-Q1,235398.35
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Brazil,Q:S:5A:4O:F:I:A:A:TO1:A:BR,2020-Q1,133856.34
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Canada,Q:S:5A:4O:F:I:A:A:TO1:A:CA,2020-Q1,362635.65
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Switzerland,Q:S:5A:4O:F:I:A:A:TO1:A:CH,2020-Q1,314206.274
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,China,Q:S:5A:4O:F:I:A:A:TO1:A:CN,2020-Q1,908609.234
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Germany,Q:S:5A:4O:F:I:A:A:TO1:A:DE,2020-Q1,823209.693
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Spain,Q:S:5A:4O:F:I:A:A:TO1:A:ES,2020-Q1,370281.743
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,United Kingdom,Q:S:5A:4O:F:I:A:A:TO1:A:GB,2020-Q1,1630376.51
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Greece,Q:S:5A:4O:F:I:A:A:TO1:A:GR,2020-Q1,46060.389
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,India,Q:S:5A:4O:F:I:A:A:TO1:A:IN,2020-Q1,137965.1
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Italy,Q:S:5A:4O:F:I:A:A:TO1:A:IT,2020-Q1,473476.796
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Mexico,Q:S:5A:4O:F:I:A:A:TO1:A:MX,2020-Q1,127527.578
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Netherlands,Q:S:5A:4O:F:I:A:A:TO1:A:NL,2020-Q1,557985.712
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Singapore,Q:S:5A:4O:F:I:A:A:TO1:A:SG,2020-Q1,372283.11
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,United States,Q:S:5A:4O:F:I:A:A:TO1:A:US,2020-Q1,3421175.642
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",All countries excluding residents,Q:S:5A:4O:F:I:A:A:TO1:B:3P,2020-Q1,4778608.394
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Austria,Q:S:5A:4O:F:I:A:A:TO1:B:AT,2020-Q1,45118.681
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Australia,Q:S:5A:4O:F:I:A:A:TO1:B:AU,2020-Q1,119388.741
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Belgium,Q:S:5A:4O:F:I:A:A:TO1:B:BE,2020-Q1,71570.906
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Brazil,Q:S:5A:4O:F:I:A:A:TO1:B:BR,2020-Q1,22610.327
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Canada,Q:S:5A:4O:F:I:A:A:TO1:B:CA,2020-Q1,134446.92
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Switzerland,Q:S:5A:4O:F:I:A:A:TO1:B:CH,2020-Q1,77283.44
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",China,Q:S:5A:4O:F:I:A:A:TO1:B:CN,2020-Q1,422880.438
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Germany,Q:S:5A:4O:F:I:A:A:TO1:B:DE,2020-Q1,312431.949
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Spain,Q:S:5A:4O:F:I:A:A:TO1:B:ES,2020-Q1,99873.566
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",United Kingdom,Q:S:5A:4O:F:I:A:A:TO1:B:GB,2020-Q1,714822.633
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Greece,Q:S:5A:4O:F:I:A:A:TO1:B:GR,2020-Q1,13485.492
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",India,Q:S:5A:4O:F:I:A:A:TO1:B:IN,2020-Q1,28982.557
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Italy,Q:S:5A:4O:F:I:A:A:TO1:B:IT,2020-Q1,94794.157
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Mexico,Q:S:5A:4O:F:I:A:A:TO1:B:MX,2020-Q1,8089.435
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Netherlands,Q:S:5A:4O:F:I:A:A:TO1:B:NL,2020-Q1,134994.293
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Singapore,Q:S:5A:4O:F:I:A:A:TO1:B:SG,2020-Q1,98207.215
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",United States,Q:S:5A:4O:F:I:A:A:TO1:B:US,2020-Q1,428591.354
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,All countries excluding residents,Q:S:5A:4O:F:I:A:A:TO1:F:3P,2020-Q1,5099010.83
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Austria,Q:S:5A:4O:F:I:A:A:TO1:F:AT,2020-Q1,4053.986
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Australia,Q:S:5A:4O:F:I:A:A:TO1:F:AU,2020-Q1,38733.477
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Belgium,Q:S:5A:4O:F:I:A:A:TO1:F:BE,2020-Q1,17188.611
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Brazil,Q:S:5A:4O:F:I:A:A:TO1:F:BR,2020-Q1,7283.157
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Canada,Q:S:5A:4O:F:I:A:A:TO1:F:CA,2020-Q1,66359.321
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Switzerland,Q:S:5A:4O:F:I:A:A:TO1:F:CH,2020-Q1,28089.541
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,China,Q:S:5A:4O:F:I:A:A:TO1:F:CN,2020-Q1,68367.545
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Germany,Q:S:5A:4O:F:I:A:A:TO1:F:DE,2020-Q1,99614.567
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Spain,Q:S:5A:4O:F:I:A:A:TO1:F:ES,2020-Q1,18401.367
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,United Kingdom,Q:S:5A:4O:F:I:A:A:TO1:F:GB,2020-Q1,498629.357
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Greece,Q:S:5A:4O:F:I:A:A:TO1:F:GR,2020-Q1,851.477
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,India,Q:S:5A:4O:F:I:A:A:TO1:F:IN,2020-Q1,17015.988
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Italy,Q:S:5A:4O:F:I:A:A:TO1:F:IT,2020-Q1,134172.46
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Mexico,Q:S:5A:4O:F:I:A:A:TO1:F:MX,2020-Q1,8738.924
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Netherlands,Q:S:5A:4O:F:I:A:A:TO1:F:NL,2020-Q1,150118.422
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Singapore,Q:S:5A:4O:F:I:A:A:TO1:F:SG,2020-Q1,57125.145
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,United States,Q:S:5A:4O:F:I:A:A:TO1:F:US,2020-Q1,1016641.152
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,All countries excluding residents,Q:S:5A:4O:F:I:A:A:TO1:O:3P,2020-Q1,3540582.05
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Austria,Q:S:5A:4O:F:I:A:A:TO1:O:AT,2020-Q1,48242.882
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Australia,Q:S:5A:4O:F:I:A:A:TO1:O:AU,2020-Q1,30482.112
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Belgium,Q:S:5A:4O:F:I:A:A:TO1:O:BE,2020-Q1,68963.415
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Brazil,Q:S:5A:4O:F:I:A:A:TO1:O:BR,2020-Q1,33162.43
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Canada,Q:S:5A:4O:F:I:A:A:TO1:O:CA,2020-Q1,63006.904
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Switzerland,Q:S:5A:4O:F:I:A:A:TO1:O:CH,2020-Q1,51750.281
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,China,Q:S:5A:4O:F:I:A:A:TO1:O:CN,2020-Q1,104636.645
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Germany,Q:S:5A:4O:F:I:A:A:TO1:O:DE,2020-Q1,245378.327
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Spain,Q:S:5A:4O:F:I:A:A:TO1:O:ES,2020-Q1,173986.553
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,United Kingdom,Q:S:5A:4O:F:I:A:A:TO1:O:GB,2020-Q1,72331.425
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Greece,Q:S:5A:4O:F:I:A:A:TO1:O:GR,2020-Q1,20199.911
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,India,Q:S:5A:4O:F:I:A:A:TO1:O:IN,2020-Q1,5343.213
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Italy,Q:S:5A:4O:F:I:A:A:TO1:O:IT,2020-Q1,187372.269
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Mexico,Q:S:5A:4O:F:I:A:A:TO1:O:MX,2020-Q1,32167.727
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Netherlands,Q:S:5A:4O:F:I:A:A:TO1:O:NL,2020-Q1,45297.642
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Singapore,Q:S:5A:4O:F:I:A:A:TO1:O:SG,2020-Q1,43975.403
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,United States,Q:S:5A:4O:F:I:A:A:TO1:O:US,2020-Q1,976282.738
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,All countries excluding residents,Q:S:5A:4O:F:I:A:A:TO1:R:3P,2020-Q1,11105875.068
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Austria,Q:S:5A:4O:F:I:A:A:TO1:R:AT,2020-Q1,43930.18
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Australia,Q:S:5A:4O:F:I:A:A:TO1:R:AU,2020-Q1,133705.525
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Belgium,Q:S:5A:4O:F:I:A:A:TO1:R:BE,2020-Q1,94837.485
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Brazil,Q:S:5A:4O:F:I:A:A:TO1:R:BR,2020-Q1,77608.972
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Canada,Q:S:5A:4O:F:I:A:A:TO1:R:CA,2020-Q1,165080.852
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Switzerland,Q:S:5A:4O:F:I:A:A:TO1:R:CH,2020-Q1,184994.09
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,China,Q:S:5A:4O:F:I:A:A:TO1:R:CN,2020-Q1,366782.696
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Germany,Q:S:5A:4O:F:I:A:A:TO1:R:DE,2020-Q1,265456.205
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Spain,Q:S:5A:4O:F:I:A:A:TO1:R:ES,2020-Q1,95359.119
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,United Kingdom,Q:S:5A:4O:F:I:A:A:TO1:R:GB,2020-Q1,836906.227
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Greece,Q:S:5A:4O:F:I:A:A:TO1:R:GR,2020-Q1,12367.295
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,India,Q:S:5A:4O:F:I:A:A:TO1:R:IN,2020-Q1,103586.226
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Italy,Q:S:5A:4O:F:I:A:A:TO1:R:IT,2020-Q1,193021.65
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Mexico,Q:S:5A:4O:F:I:A:A:TO1:R:MX,2020-Q1,87335.551
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Netherlands,Q:S:5A:4O:F:I:A:A:TO1:R:NL,2020-Q1,374426.417
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Singapore,Q:S:5A:4O:F:I:A:A:TO1:R:SG,2020-Q1,228407.977
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,United States,Q:S:5A:4O:F:I:A:A:TO1:R:US,2020-Q1,2014344.812
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,All countries excluding residents,Q:S:5A:4O:F:I:A:A:TO1:A:3P,2020-Q2,19221834.65
