Frequency,REF_AREA,Reference area,CURRENCY,Currency,TITLE,Series,Monthly_per_year,Exchange_price_rate
Monthly,MX,Mexico,MXN,Mexican peso, Exchange rates against USD Mexico - Mexican peso - Monthly - Average of observations through period,M:MX:MXN:A,2022-01,20.495984
Monthly,MY,Malaysia,MYR,Malaysian ringgit, Exchange rates against USD Malaysia - Malaysian ringgit - Monthly - Average of observations through period,M:MY:MYR:A,2022-01,4.189757
Monthly,NL,Netherlands,EUR,Euro, Exchange rates against USD Netherlands - Euro - Monthly - Average of observations through period,M:NL:EUR:A,2022-01,0.883871
Monthly,NO,Norway,NOK,Norwegian krone, Exchange rates against USD Norway - Norwegian krone - Monthly - Average of observations through period,M:NO:NOK:A,2022-01,8.84499
Monthly,PE,Peru,PEN,Sol, Exchange rates against USD Peru - Sol - Monthly - Average of observations through period,M:PE:PEN:A,2022-01,3.8892857142857
Monthly,PH,Philippines,PHP,Philippine peso, Exchange rates against USD Philippines - Philippine peso - Monthly - Average of observations through period,M:PH:PHP:A,2022-01,51.262052
Monthly,PL,Poland,PLN,Zloty, Exchange rates against USD Poland - Zloty - Monthly - Average of observations through period,M:PL:PLN:A,2022-01,4.02364
Monthly,PT,Portugal,EUR,Euro, Exchange rates against USD Portugal - Euro - Monthly - Average of observations through period,M:PT:EUR:A,2022-01,0.883871
Monthly,RO,Romania,RON,Romanian leu, Exchange rates against USD Romania - Romanian leu - Monthly - Average of observations through period,M:RO:RON:A,2022-01,4.3711
Monthly,RS,Serbia,RSD,Serbian Dinar, Exchange rates against USD Serbia - Serbian Dinar - Monthly - Average of observations through period,M:RS:RSD:A,2022-01,103.88016315789
Monthly,RU,Russia,RUB,Russian rouble, Exchange rates against USD Russia - Russian rouble - Monthly - Average of observations through period,M:RU:RUB:A,2022-01,76.504375
Monthly,SA,Saudi Arabia,SAR,Saudi riyal, Exchange rates against USD Saudi Arabia - Saudi riyal - Monthly - Average of observations through period,M:SA:SAR:A,2022-01,3.75
Monthly,SE,Sweden,SEK,Swedish krona, Exchange rates against USD Sweden - Swedish krona - Monthly - Average of observations through period,M:SE:SEK:A,2022-01,9.155475
Monthly,SG,Singapore,SGD,Singapore dollar, Exchange rates against USD Singapore - Singapore dollar - Monthly - Average of observations through period,M:SG:SGD:A,2022-01,1.350985
Monthly,SI,Slovenia,EUR,Euro, Exchange rates against USD Slovenia - Euro - Monthly - Average of observations through period,M:SI:EUR:A,2022-01,0.883871
Monthly,SK,Slovakia,EUR,Euro, Exchange rates against USD Slovakia - Euro - Monthly - Average of observations through period,M:SK:EUR:A,2022-01,0.883871
Monthly,TH,Thailand,THB,Baht, Exchange rates against USD Thailand - Baht - Monthly - Average of observations through period,M:TH:THB:A,2022-01,33.238098
Monthly,TR,Turkey,TRY,Turkish lira, Exchange rates against USD Turkey - Turkish lira - Monthly - Average of observations through period,M:TR:TRY:A,2022-01,13.568861237067
Monthly,US,United States,USD,US dollar, Exchange rates against USD United States - US dollar - Monthly - Average of observations through period,M:US:USD:A,2022-01,1.0
Monthly,XM,Euro area,EUR,Euro, Exchange rates against USD Euro area - Euro - Monthly - Average of observations through period,M:XM:EUR:A,2022-01,0.883871
Monthly,ZA,South Africa,ZAR,South African Rand, Exchange rates against USD South Africa - South African Rand - Monthly - Average of observations through period,M:ZA:ZAR:A,2022-01,15.492416
Monthly,AE,United Arab Emirates,AED,UAE dirham, Exchange rates against USD United Arab Emirates - UAE dirham - Monthly - Average of observations through period,M:AE:AED:A,2022-02,3.6725
Monthly,AR,Argentina,ARS,Argentine peso, Exchange rates against USD Argentina - Argentine peso - Monthly - Average of observations through period,M:AR:ARS:A,2022-02,106.30711052632
Monthly,AT,Austria,EUR,Euro, Exchange rates against USD Austria - Euro - Monthly - Average of observations through period,M:AT:EUR:A,2022-02,0.881733
Monthly,AU,Australia,AUD,Australian dollar, Exchange rates against USD Australia - Australian dollar - Monthly - Average of observations through period,M:AU:AUD:A,2022-02,1.395251
Monthly,BA,Bosnia and Herzegovina,BAM,Bosnian convertible mark, Exchange rates against USD Bosnia and Herzegovina - Bosnian convertible mark - Monthly - Average of observations through period,M:BA:BAM:A,2022-02,1.723864
Monthly,BE,Belgium,EUR,Euro, Exchange rates against USD Belgium - Euro - Monthly - Average of observations through period,M:BE:EUR:A,2022-02,0.881733
Monthly,BG,Bulgaria,BGN,Lev, Exchange rates against USD Bulgaria - Lev - Monthly - Average of observations through period,M:BG:BGN:A,2022-02,1.724493
Monthly,BR,Brazil,BRL,Brazilian real, Exchange rates against USD Brazil - Brazilian real - Monthly - Average of observations through period,M:BR:BRL:A,2022-02,5.1931296344771
Monthly,CA,Canada,CAD,Canadian dollar, Exchange rates against USD Canada - Canadian dollar - Monthly - Average of observations through period,M:CA:CAD:A,2022-02,1.271602
Monthly,CH,Switzerland,CHF,Swiss franc, Exchange rates against USD Switzerland - Swiss franc - Monthly - Average of observations through period,M:CH:CHF:A,2022-02,0.922373
Monthly,CL,Chile,CLP,Chilean peso, Exchange rates against USD Chile - Chilean peso - Monthly - Average of observations through period,M:CL:CLP:A,2022-02,807.068
Monthly,CN,China,CNY,Renminbi, Exchange rates against USD China - Renminbi - Monthly - Average of observations through period,M:CN:CNY:A,2022-02,6.344247
Monthly,CO,Colombia,COP,Colombian peso, Exchange rates against USD Colombia - Colombian peso - Monthly - Average of observations through period,M:CO:COP:A,2022-02,3935.835714
Monthly,CZ,Czechia,CZK,Czech koruna, Exchange rates against USD Czechia - Czech koruna - Monthly - Average of observations through period,M:CZ:CZK:A,2022-02,21.548153
Monthly,DE,Germany,EUR,Euro, Exchange rates against USD Germany - Euro - Monthly - Average of observations through period,M:DE:EUR:A,2022-02,0.881733
Monthly,DK,Denmark,DKK,Danish krone, Exchange rates against USD Denmark - Danish krone - Monthly - Average of observations through period,M:DK:DKK:A,2022-02,6.560785
Monthly,EE,Estonia,EUR,Euro, Exchange rates against USD Estonia - Euro - Monthly - Average of observations through period,M:EE:EUR:A,2022-02,0.881733
Monthly,ES,Spain,EUR,Euro, Exchange rates against USD Spain - Euro - Monthly - Average of observations through period,M:ES:EUR:A,2022-02,0.881733
Monthly,FI,Finland,EUR,Euro, Exchange rates against USD Finland - Euro - Monthly - Average of observations through period,M:FI:EUR:A,2022-02,0.881733
Monthly,FR,France,EUR,Euro, Exchange rates against USD France - Euro - Monthly - Average of observations through period,M:FR:EUR:A,2022-02,0.881733
Monthly,GB,United Kingdom,GBP,Pound (sterling), Exchange rates against USD United Kingdom - Pound (sterling) - Monthly - Average of observations through period,M:GB:GBP:A,2022-02,0.738761
Monthly,GR,Greece,EUR,Euro, Exchange rates against USD Greece - Euro - Monthly - Average of observations through period,M:GR:EUR:A,2022-02,0.881733
Monthly,HK,Hong Kong SAR,HKD,Hong Kong dollar, Exchange rates against USD Hong Kong SAR - Hong Kong dollar - Monthly - Average of observations through period,M:HK:HKD:A,2022-02,7.799522
Monthly,HR,Croatia,EUR,Euro, Exchange rates against USD Croatia - Euro - Monthly - Average of observations through period,M:HR:EUR:A,2022-02,0.881656
Monthly,HU,Hungary,HUF,Forint, Exchange rates against USD Hungary - Forint - Monthly - Average of observations through period,M:HU:HUF:A,2022-02,314.778913
Monthly,ID,Indonesia,IDR,Rupiah, Exchange rates against USD Indonesia - Rupiah - Monthly - Average of observations through period,M:ID:IDR:A,2022-02,14346.64246
Monthly,IE,Ireland,EUR,Euro, Exchange rates against USD Ireland - Euro - Monthly - Average of observations through period,M:IE:EUR:A,2022-02,0.881733
Monthly,IL,Israel,ILS,New shekel, Exchange rates against USD Israel - New shekel - Monthly - Average of observations through period,M:IL:ILS:A,2022-02,3.213955
Monthly,IN,India,INR,Indian rupee, Exchange rates against USD India - Indian rupee - Monthly - Average of observations through period,M:IN:INR:A,2022-02,74.971907
Monthly,IS,Iceland,ISK,Icelandic krona, Exchange rates against USD Iceland - Icelandic krona - Monthly - Average of observations through period,M:IS:ISK:A,2022-02,125.211
Monthly,IT,Italy,EUR,Euro, Exchange rates against USD Italy - Euro - Monthly - Average of observations through period,M:IT:EUR:A,2022-02,0.881733
Monthly,JP,Japan,JPY,Yen, Exchange rates against USD Japan - Yen - Monthly - Average of observations through period,M:JP:JPY:A,2022-02,115.197497
Monthly,KR,Korea,KRW,Won, Exchange rates against USD Korea - Won - Monthly - Average of observations through period,M:KR:KRW:A,2022-02,1197.819111
Monthly,LT,Lithuania,EUR,Euro, Exchange rates against USD Lithuania - Euro - Monthly - Average of observations through period,M:LT:EUR:A,2022-02,0.881733
Monthly,LU,Luxembourg,EUR,Euro, Exchange rates against USD Luxembourg - Euro - Monthly - Average of observations through period,M:LU:EUR:A,2022-02,0.881733
Monthly,LV,Latvia,EUR,Euro, Exchange rates against USD Latvia - Euro - Monthly - Average of observations through period,M:LV:EUR:A,2022-02,0.881733
Monthly,MK,North Macedonia,MKD,Denar, Exchange rates against USD North Macedonia - Denar - Monthly - Average of observations through period,M:MK:MKD:A,2022-02,54.4105
Monthly,MX,Mexico,MXN,Mexican peso, Exchange rates against USD Mexico - Mexican peso - Monthly - Average of observations through period,M:MX:MXN:A,2022-02,20.438138
Monthly,MY,Malaysia,MYR,Malaysian ringgit, Exchange rates against USD Malaysia - Malaysian ringgit - Monthly - Average of observations through period,M:MY:MYR:A,2022-02,4.187372
Monthly,NL,Netherlands,EUR,Euro, Exchange rates against USD Netherlands - Euro - Monthly - Average of observations through period,M:NL:EUR:A,2022-02,0.881733
Monthly,NO,Norway,NOK,Norwegian krone, Exchange rates against USD Norway - Norwegian krone - Monthly - Average of observations through period,M:NO:NOK:A,2022-02,8.865129
Monthly,PE,Peru,PEN,Sol, Exchange rates against USD Peru - Sol - Monthly - Average of observations through period,M:PE:PEN:A,2022-02,3.7908
Monthly,PH,Philippines,PHP,Philippine peso, Exchange rates against USD Philippines - Philippine peso - Monthly - Average of observations through period,M:PH:PHP:A,2022-02,51.281629
Monthly,PL,Poland,PLN,Zloty, Exchange rates against USD Poland - Zloty - Monthly - Average of observations through period,M:PL:PLN:A,2022-02,4.011027
Monthly,PT,Portugal,EUR,Euro, Exchange rates against USD Portugal - Euro - Monthly - Average of observations through period,M:PT:EUR:A,2022-02,0.881733
Monthly,RO,Romania,RON,Romanian leu, Exchange rates against USD Romania - Romanian leu - Monthly - Average of observations through period,M:RO:RON:A,2022-02,4.360864
Monthly,RS,Serbia,RSD,Serbian Dinar, Exchange rates against USD Serbia - Serbian Dinar - Monthly - Average of observations through period,M:RS:RSD:A,2022-02,103.72824444444
Monthly,RU,Russia,RUB,Russian rouble, Exchange rates against USD Russia - Russian rouble - Monthly - Average of observations through period,M:RU:RUB:A,2022-02,78.404665
Monthly,SA,Saudi Arabia,SAR,Saudi riyal, Exchange rates against USD Saudi Arabia - Saudi riyal - Monthly - Average of observations through period,M:SA:SAR:A,2022-02,3.75
Monthly,SE,Sweden,SEK,Swedish krona, Exchange rates against USD Sweden - Swedish krona - Monthly - Average of observations through period,M:SE:SEK:A,2022-02,9.288606
Monthly,SG,Singapore,SGD,Singapore dollar, Exchange rates against USD Singapore - Singapore dollar - Monthly - Average of observations through period,M:SG:SGD:A,2022-02,1.34671
Monthly,SI,Slovenia,EUR,Euro, Exchange rates against USD Slovenia - Euro - Monthly - Average of observations through period,M:SI:EUR:A,2022-02,0.881733
Monthly,SK,Slovakia,EUR,Euro, Exchange rates against USD Slovakia - Euro - Monthly - Average of observations through period,M:SK:EUR:A,2022-02,0.881733
Monthly,TH,Thailand,THB,Baht, Exchange rates against USD Thailand - Baht - Monthly - Average of observations through period,M:TH:THB:A,2022-02,32.634954
Monthly,TR,Turkey,TRY,Turkish lira, Exchange rates against USD Turkey - Turkish lira - Monthly - Average of observations through period,M:TR:TRY:A,2022-02,13.658242555638
Monthly,US,United States,USD,US dollar, Exchange rates against USD United States - US dollar - Monthly - Average of observations through period,M:US:USD:A,2022-02,1.0
Monthly,XM,Euro area,EUR,Euro, Exchange rates against USD Euro area - Euro - Monthly - Average of observations through period,M:XM:EUR:A,2022-02,0.881733
Monthly,ZA,South Africa,ZAR,South African Rand, Exchange rates against USD South Africa - South African Rand - Monthly - Average of observations through period,M:ZA:ZAR:A,2022-02,15.223552
Monthly,AE,United Arab Emirates,AED,UAE dirham, Exchange rates against USD United Arab Emirates - UAE dirham - Monthly - Average of observations through period,M:AE:AED:A,2022-03,3.6725
Monthly,AR,Argentina,ARS,Argentine peso, Exchange rates against USD Argentina - Argentine peso - Monthly - Average of observations through period,M:AR:ARS:A,2022-03,109.4585
Monthly,AT,Austria,EUR,Euro, Exchange rates against USD Austria - Euro - Monthly - Average of observations through period,M:AT:EUR:A,2022-03,0.907563
Monthly,AU,Australia,AUD,Australian dollar, Exchange rates against USD Australia - Australian dollar - Monthly - Average of observations through period,M:AU:AUD:A,2022-03,1.356429
Monthly,BA,Bosnia and Herzegovina,BAM,Bosnian convertible mark, Exchange rates against USD Bosnia and Herzegovina - Bosnian convertible mark - Monthly - Average of observations through period,M:BA:BAM:A,2022-03,1.776058
Monthly,BE,Belgium,EUR,Euro, Exchange rates against USD Belgium - Euro - Monthly - Average of observations through period,M:BE:EUR:A,2022-03,0.907563
Monthly,BG,Bulgaria,BGN,Lev, Exchange rates against USD Bulgaria - Lev - Monthly - Average of observations through period,M:BG:BGN:A,2022-03,1.775012
Monthly,BR,Brazil,BRL,Brazilian real, Exchange rates against USD Brazil - Brazilian real - Monthly - Average of observations through period,M:BR:BRL:A,2022-03,4.9809689486462
Monthly,CA,Canada,CAD,Canadian dollar, Exchange rates against USD Canada - Canadian dollar - Monthly - Average of observations through period,M:CA:CAD:A,2022-03,1.265996
Monthly,CH,Switzerland,CHF,Swiss franc, Exchange rates against USD Switzerland - Swiss franc - Monthly - Average of observations through period,M:CH:CHF:A,2022-03,0.929809
Monthly,CL,Chile,CLP,Chilean peso, Exchange rates against USD Chile - Chilean peso - Monthly - Average of observations through period,M:CL:CLP:A,2022-03,799.187391
Monthly,CN,China,CNY,Renminbi, Exchange rates against USD China - Renminbi - Monthly - Average of observations through period,M:CN:CNY:A,2022-03,6.345085
Monthly,CO,Colombia,COP,Colombian peso, Exchange rates against USD Colombia - Colombian peso - Monthly - Average of observations through period,M:CO:COP:A,2022-03,3807.170968
Monthly,CZ,Czechia,CZK,Czech koruna, Exchange rates against USD Czechia - Czech koruna - Monthly - Average of observations through period,M:CZ:CZK:A,2022-03,22.695467
Monthly,DE,Germany,EUR,Euro, Exchange rates against USD Germany - Euro - Monthly - Average of observations through period,M:DE:EUR:A,2022-03,0.907563
Monthly,DK,Denmark,DKK,Danish krone, Exchange rates against USD Denmark - Danish krone - Monthly - Average of observations through period,M:DK:DKK:A,2022-03,6.752598
