Frequency,REF_AREA,Reference area,CURRENCY,Currency,TITLE,Series,Monthly_per_year,Exchange_price_rate
Monthly,AT,Austria,EUR,Euro, Exchange rates against USD Austria - Euro - Monthly - Average of observations through period,M:AT:EUR:A,2012-04,0.759802
Monthly,AU,Australia,AUD,Australian dollar, Exchange rates against USD Australia - Australian dollar - Monthly - Average of observations through period,M:AU:AUD:A,2012-04,0.966284
Monthly,BA,Bosnia and Herzegovina,BAM,Bosnian convertible mark, Exchange rates against USD Bosnia and Herzegovina - Bosnian convertible mark - Monthly - Average of observations through period,M:BA:BAM:A,2012-04,1.485576
Monthly,BE,Belgium,EUR,Euro, Exchange rates against USD Belgium - Euro - Monthly - Average of observations through period,M:BE:EUR:A,2012-04,0.759802
Monthly,BG,Bulgaria,BGN,Lev, Exchange rates against USD Bulgaria - Lev - Monthly - Average of observations through period,M:BG:BGN:A,2012-04,1.486021
Monthly,BR,Brazil,BRL,Brazilian real, Exchange rates against USD Brazil - Brazilian real - Monthly - Average of observations through period,M:BR:BRL:A,2012-04,1.8542365638286
Monthly,CA,Canada,CAD,Canadian dollar, Exchange rates against USD Canada - Canadian dollar - Monthly - Average of observations through period,M:CA:CAD:A,2012-04,0.992873
Monthly,CH,Switzerland,CHF,Swiss franc, Exchange rates against USD Switzerland - Swiss franc - Monthly - Average of observations through period,M:CH:CHF:A,2012-04,0.91353
Monthly,CL,Chile,CLP,Chilean peso, Exchange rates against USD Chile - Chilean peso - Monthly - Average of observations through period,M:CL:CLP:A,2012-04,486.001
Monthly,CN,China,CNY,Renminbi, Exchange rates against USD China - Renminbi - Monthly - Average of observations through period,M:CN:CNY:A,2012-04,6.30022
Monthly,CO,Colombia,COP,Colombian peso, Exchange rates against USD Colombia - Colombian peso - Monthly - Average of observations through period,M:CO:COP:A,2012-04,1774.249
Monthly,CZ,Czechia,CZK,Czech koruna, Exchange rates against USD Czechia - Czech koruna - Monthly - Average of observations through period,M:CZ:CZK:A,2012-04,18.849873
Monthly,DE,Germany,EUR,Euro, Exchange rates against USD Germany - Euro - Monthly - Average of observations through period,M:DE:EUR:A,2012-04,0.759802
Monthly,DK,Denmark,DKK,Danish krone, Exchange rates against USD Denmark - Danish krone - Monthly - Average of observations through period,M:DK:DKK:A,2012-04,5.652384
Monthly,EE,Estonia,EUR,Euro, Exchange rates against USD Estonia - Euro - Monthly - Average of observations through period,M:EE:EUR:A,2012-04,0.759802
Monthly,ES,Spain,EUR,Euro, Exchange rates against USD Spain - Euro - Monthly - Average of observations through period,M:ES:EUR:A,2012-04,0.759802
Monthly,FI,Finland,EUR,Euro, Exchange rates against USD Finland - Euro - Monthly - Average of observations through period,M:FI:EUR:A,2012-04,0.759802
Monthly,FR,France,EUR,Euro, Exchange rates against USD France - Euro - Monthly - Average of observations through period,M:FR:EUR:A,2012-04,0.759802
Monthly,GB,United Kingdom,GBP,Pound (sterling), Exchange rates against USD United Kingdom - Pound (sterling) - Monthly - Average of observations through period,M:GB:GBP:A,2012-04,0.624465
Monthly,GR,Greece,EUR,Euro, Exchange rates against USD Greece - Euro - Monthly - Average of observations through period,M:GR:EUR:A,2012-04,0.759802
Monthly,HK,Hong Kong SAR,HKD,Hong Kong dollar, Exchange rates against USD Hong Kong SAR - Hong Kong dollar - Monthly - Average of observations through period,M:HK:HKD:A,2012-04,7.762104
Monthly,HR,Croatia,EUR,Euro, Exchange rates against USD Croatia - Euro - Monthly - Average of observations through period,M:HR:EUR:A,2012-04,0.756232
Monthly,HU,Hungary,HUF,Forint, Exchange rates against USD Hungary - Forint - Monthly - Average of observations through period,M:HU:HUF:A,2012-04,224.003884
Monthly,ID,Indonesia,IDR,Rupiah, Exchange rates against USD Indonesia - Rupiah - Monthly - Average of observations through period,M:ID:IDR:A,2012-04,9169.542568
Monthly,IE,Ireland,EUR,Euro, Exchange rates against USD Ireland - Euro - Monthly - Average of observations through period,M:IE:EUR:A,2012-04,0.759802
Monthly,IL,Israel,ILS,New shekel, Exchange rates against USD Israel - New shekel - Monthly - Average of observations through period,M:IL:ILS:A,2012-04,3.750427
Monthly,IN,India,INR,Indian rupee, Exchange rates against USD India - Indian rupee - Monthly - Average of observations through period,M:IN:INR:A,2012-04,51.812474
Monthly,IS,Iceland,ISK,Icelandic krona, Exchange rates against USD Iceland - Icelandic krona - Monthly - Average of observations through period,M:IS:ISK:A,2012-04,126.746471
Monthly,IT,Italy,EUR,Euro, Exchange rates against USD Italy - Euro - Monthly - Average of observations through period,M:IT:EUR:A,2012-04,0.759802
Monthly,JP,Japan,JPY,Yen, Exchange rates against USD Japan - Yen - Monthly - Average of observations through period,M:JP:JPY:A,2012-04,81.296217
Monthly,KR,Korea,KRW,Won, Exchange rates against USD Korea - Won - Monthly - Average of observations through period,M:KR:KRW:A,2012-04,1136.186936
Monthly,LT,Lithuania,EUR,Euro, Exchange rates against USD Lithuania - Euro - Monthly - Average of observations through period,M:LT:EUR:A,2012-04,0.759802
Monthly,LU,Luxembourg,EUR,Euro, Exchange rates against USD Luxembourg - Euro - Monthly - Average of observations through period,M:LU:EUR:A,2012-04,0.759802
Monthly,LV,Latvia,EUR,Euro, Exchange rates against USD Latvia - Euro - Monthly - Average of observations through period,M:LV:EUR:A,2012-04,0.756023
Monthly,MK,North Macedonia,MKD,Denar, Exchange rates against USD North Macedonia - Denar - Monthly - Average of observations through period,M:MK:MKD:A,2012-04,46.736842
Monthly,MX,Mexico,MXN,Mexican peso, Exchange rates against USD Mexico - Mexican peso - Monthly - Average of observations through period,M:MX:MXN:A,2012-04,13.06098
Monthly,MY,Malaysia,MYR,Malaysian ringgit, Exchange rates against USD Malaysia - Malaysian ringgit - Monthly - Average of observations through period,M:MY:MYR:A,2012-04,3.060228
Monthly,NL,Netherlands,EUR,Euro, Exchange rates against USD Netherlands - Euro - Monthly - Average of observations through period,M:NL:EUR:A,2012-04,0.759802
Monthly,NO,Norway,NOK,Norwegian krone, Exchange rates against USD Norway - Norwegian krone - Monthly - Average of observations through period,M:NO:NOK:A,2012-04,5.751529
Monthly,PE,Peru,PEN,Sol, Exchange rates against USD Peru - Sol - Monthly - Average of observations through period,M:PE:PEN:A,2012-04,2.6573333333333
Monthly,PH,Philippines,PHP,Philippine peso, Exchange rates against USD Philippines - Philippine peso - Monthly - Average of observations through period,M:PH:PHP:A,2012-04,42.657951
Monthly,PL,Poland,PLN,Zloty, Exchange rates against USD Poland - Zloty - Monthly - Average of observations through period,M:PL:PLN:A,2012-04,3.174627
Monthly,PT,Portugal,EUR,Euro, Exchange rates against USD Portugal - Euro - Monthly - Average of observations through period,M:PT:EUR:A,2012-04,0.759802
Monthly,RO,Romania,RON,Romanian leu, Exchange rates against USD Romania - Romanian leu - Monthly - Average of observations through period,M:RO:RON:A,2012-04,3.327085
Monthly,RS,Serbia,RSD,Serbian Dinar, Exchange rates against USD Serbia - Serbian Dinar - Monthly - Average of observations through period,M:RS:RSD:A,2012-04,84.751557894737
Monthly,RU,Russia,RUB,Russian rouble, Exchange rates against USD Russia - Russian rouble - Monthly - Average of observations through period,M:RU:RUB:A,2012-04,29.486532
Monthly,SA,Saudi Arabia,SAR,Saudi riyal, Exchange rates against USD Saudi Arabia - Saudi riyal - Monthly - Average of observations through period,M:SA:SAR:A,2012-04,3.750243
Monthly,SE,Sweden,SEK,Swedish krona, Exchange rates against USD Sweden - Swedish krona - Monthly - Average of observations through period,M:SE:SEK:A,2012-04,6.735667
Monthly,SG,Singapore,SGD,Singapore dollar, Exchange rates against USD Singapore - Singapore dollar - Monthly - Average of observations through period,M:SG:SGD:A,2012-04,1.250524
Monthly,SI,Slovenia,EUR,Euro, Exchange rates against USD Slovenia - Euro - Monthly - Average of observations through period,M:SI:EUR:A,2012-04,0.759802
Monthly,SK,Slovakia,EUR,Euro, Exchange rates against USD Slovakia - Euro - Monthly - Average of observations through period,M:SK:EUR:A,2012-04,0.759802
Monthly,TH,Thailand,THB,Baht, Exchange rates against USD Thailand - Baht - Monthly - Average of observations through period,M:TH:THB:A,2012-04,30.876436
Monthly,TR,Turkey,TRY,Turkish lira, Exchange rates against USD Turkey - Turkish lira - Monthly - Average of observations through period,M:TR:TRY:A,2012-04,1.7870541443367
Monthly,US,United States,USD,US dollar, Exchange rates against USD United States - US dollar - Monthly - Average of observations through period,M:US:USD:A,2012-04,1.0
Monthly,XM,Euro area,EUR,Euro, Exchange rates against USD Euro area - Euro - Monthly - Average of observations through period,M:XM:EUR:A,2012-04,0.759802
Monthly,ZA,South Africa,ZAR,South African Rand, Exchange rates against USD South Africa - South African Rand - Monthly - Average of observations through period,M:ZA:ZAR:A,2012-04,7.830651
Monthly,AE,United Arab Emirates,AED,UAE dirham, Exchange rates against USD United Arab Emirates - UAE dirham - Monthly - Average of observations through period,M:AE:AED:A,2012-05,3.6725
Monthly,AR,Argentina,ARS,Argentine peso, Exchange rates against USD Argentina - Argentine peso - Monthly - Average of observations through period,M:AR:ARS:A,2012-05,4.4461063276518
Monthly,AT,Austria,EUR,Euro, Exchange rates against USD Austria - Euro - Monthly - Average of observations through period,M:AT:EUR:A,2012-05,0.782165
Monthly,AU,Australia,AUD,Australian dollar, Exchange rates against USD Australia - Australian dollar - Monthly - Average of observations through period,M:AU:AUD:A,2012-05,1.003133
Monthly,BA,Bosnia and Herzegovina,BAM,Bosnian convertible mark, Exchange rates against USD Bosnia and Herzegovina - Bosnian convertible mark - Monthly - Average of observations through period,M:BA:BAM:A,2012-05,1.523313
Monthly,BE,Belgium,EUR,Euro, Exchange rates against USD Belgium - Euro - Monthly - Average of observations through period,M:BE:EUR:A,2012-05,0.782165
Monthly,BG,Bulgaria,BGN,Lev, Exchange rates against USD Bulgaria - Lev - Monthly - Average of observations through period,M:BG:BGN:A,2012-05,1.529758
Monthly,BR,Brazil,BRL,Brazilian real, Exchange rates against USD Brazil - Brazilian real - Monthly - Average of observations through period,M:BR:BRL:A,2012-05,1.9832859997098
Monthly,CA,Canada,CAD,Canadian dollar, Exchange rates against USD Canada - Canadian dollar - Monthly - Average of observations through period,M:CA:CAD:A,2012-05,1.010191
Monthly,CH,Switzerland,CHF,Swiss franc, Exchange rates against USD Switzerland - Swiss franc - Monthly - Average of observations through period,M:CH:CHF:A,2012-05,0.939564
Monthly,CL,Chile,CLP,Chilean peso, Exchange rates against USD Chile - Chilean peso - Monthly - Average of observations through period,M:CL:CLP:A,2012-05,497.088095
Monthly,CN,China,CNY,Renminbi, Exchange rates against USD China - Renminbi - Monthly - Average of observations through period,M:CN:CNY:A,2012-05,6.31877
Monthly,CO,Colombia,COP,Colombian peso, Exchange rates against USD Colombia - Colombian peso - Monthly - Average of observations through period,M:CO:COP:A,2012-05,1793.276774
Monthly,CZ,Czechia,CZK,Czech koruna, Exchange rates against USD Czechia - Czech koruna - Monthly - Average of observations through period,M:CZ:CZK:A,2012-05,19.80172
Monthly,DE,Germany,EUR,Euro, Exchange rates against USD Germany - Euro - Monthly - Average of observations through period,M:DE:EUR:A,2012-05,0.782165
Monthly,DK,Denmark,DKK,Danish krone, Exchange rates against USD Denmark - Danish krone - Monthly - Average of observations through period,M:DK:DKK:A,2012-05,5.81418
Monthly,EE,Estonia,EUR,Euro, Exchange rates against USD Estonia - Euro - Monthly - Average of observations through period,M:EE:EUR:A,2012-05,0.782165
Monthly,ES,Spain,EUR,Euro, Exchange rates against USD Spain - Euro - Monthly - Average of observations through period,M:ES:EUR:A,2012-05,0.782165
Monthly,FI,Finland,EUR,Euro, Exchange rates against USD Finland - Euro - Monthly - Average of observations through period,M:FI:EUR:A,2012-05,0.782165
Monthly,FR,France,EUR,Euro, Exchange rates against USD France - Euro - Monthly - Average of observations through period,M:FR:EUR:A,2012-05,0.782165
Monthly,GB,United Kingdom,GBP,Pound (sterling), Exchange rates against USD United Kingdom - Pound (sterling) - Monthly - Average of observations through period,M:GB:GBP:A,2012-05,0.628588
Monthly,GR,Greece,EUR,Euro, Exchange rates against USD Greece - Euro - Monthly - Average of observations through period,M:GR:EUR:A,2012-05,0.782165
Monthly,HK,Hong Kong SAR,HKD,Hong Kong dollar, Exchange rates against USD Hong Kong SAR - Hong Kong dollar - Monthly - Average of observations through period,M:HK:HKD:A,2012-05,7.763832
Monthly,HR,Croatia,EUR,Euro, Exchange rates against USD Croatia - Euro - Monthly - Average of observations through period,M:HR:EUR:A,2012-05,0.782608
Monthly,HU,Hungary,HUF,Forint, Exchange rates against USD Hungary - Forint - Monthly - Average of observations through period,M:HU:HUF:A,2012-05,229.777629
Monthly,ID,Indonesia,IDR,Rupiah, Exchange rates against USD Indonesia - Rupiah - Monthly - Average of observations through period,M:ID:IDR:A,2012-05,9317.356536
Monthly,IE,Ireland,EUR,Euro, Exchange rates against USD Ireland - Euro - Monthly - Average of observations through period,M:IE:EUR:A,2012-05,0.782165
Monthly,IL,Israel,ILS,New shekel, Exchange rates against USD Israel - New shekel - Monthly - Average of observations through period,M:IL:ILS:A,2012-05,3.829888
Monthly,IN,India,INR,Indian rupee, Exchange rates against USD India - Indian rupee - Monthly - Average of observations through period,M:IN:INR:A,2012-05,54.47138
Monthly,IS,Iceland,ISK,Icelandic krona, Exchange rates against USD Iceland - Icelandic krona - Monthly - Average of observations through period,M:IS:ISK:A,2012-05,127.061
Monthly,IT,Italy,EUR,Euro, Exchange rates against USD Italy - Euro - Monthly - Average of observations through period,M:IT:EUR:A,2012-05,0.782165
Monthly,JP,Japan,JPY,Yen, Exchange rates against USD Japan - Yen - Monthly - Average of observations through period,M:JP:JPY:A,2012-05,79.72825
Monthly,KR,Korea,KRW,Won, Exchange rates against USD Korea - Won - Monthly - Average of observations through period,M:KR:KRW:A,2012-05,1158.625903
Monthly,LT,Lithuania,EUR,Euro, Exchange rates against USD Lithuania - Euro - Monthly - Average of observations through period,M:LT:EUR:A,2012-05,0.782165
Monthly,LU,Luxembourg,EUR,Euro, Exchange rates against USD Luxembourg - Euro - Monthly - Average of observations through period,M:LU:EUR:A,2012-05,0.782165
Monthly,LV,Latvia,EUR,Euro, Exchange rates against USD Latvia - Euro - Monthly - Average of observations through period,M:LV:EUR:A,2012-05,0.776918
Monthly,MK,North Macedonia,MKD,Denar, Exchange rates against USD North Macedonia - Denar - Monthly - Average of observations through period,M:MK:MKD:A,2012-05,48.004286
Monthly,MX,Mexico,MXN,Mexican peso, Exchange rates against USD Mexico - Mexican peso - Monthly - Average of observations through period,M:MX:MXN:A,2012-05,13.63008
Monthly,MY,Malaysia,MYR,Malaysian ringgit, Exchange rates against USD Malaysia - Malaysian ringgit - Monthly - Average of observations through period,M:MY:MYR:A,2012-05,3.104047
Monthly,NL,Netherlands,EUR,Euro, Exchange rates against USD Netherlands - Euro - Monthly - Average of observations through period,M:NL:EUR:A,2012-05,0.782165
Monthly,NO,Norway,NOK,Norwegian krone, Exchange rates against USD Norway - Norwegian krone - Monthly - Average of observations through period,M:NO:NOK:A,2012-05,5.91735
Monthly,PE,Peru,PEN,Sol, Exchange rates against USD Peru - Sol - Monthly - Average of observations through period,M:PE:PEN:A,2012-05,2.6695454545455
Monthly,PH,Philippines,PHP,Philippine peso, Exchange rates against USD Philippines - Philippine peso - Monthly - Average of observations through period,M:PH:PHP:A,2012-05,42.941953
Monthly,PL,Poland,PLN,Zloty, Exchange rates against USD Poland - Zloty - Monthly - Average of observations through period,M:PL:PLN:A,2012-05,3.359314
Monthly,PT,Portugal,EUR,Euro, Exchange rates against USD Portugal - Euro - Monthly - Average of observations through period,M:PT:EUR:A,2012-05,0.782165
Monthly,RO,Romania,RON,Romanian leu, Exchange rates against USD Romania - Romanian leu - Monthly - Average of observations through period,M:RO:RON:A,2012-05,3.474009
Monthly,RS,Serbia,RSD,Serbian Dinar, Exchange rates against USD Serbia - Serbian Dinar - Monthly - Average of observations through period,M:RS:RSD:A,2012-05,88.936204761905
Monthly,RU,Russia,RUB,Russian rouble, Exchange rates against USD Russia - Russian rouble - Monthly - Average of observations through period,M:RU:RUB:A,2012-05,30.949233
Monthly,SA,Saudi Arabia,SAR,Saudi riyal, Exchange rates against USD Saudi Arabia - Saudi riyal - Monthly - Average of observations through period,M:SA:SAR:A,2012-05,3.750257
Monthly,SE,Sweden,SEK,Swedish krona, Exchange rates against USD Sweden - Swedish krona - Monthly - Average of observations through period,M:SE:SEK:A,2012-05,7.034037
Monthly,SG,Singapore,SGD,Singapore dollar, Exchange rates against USD Singapore - Singapore dollar - Monthly - Average of observations through period,M:SG:SGD:A,2012-05,1.263211
Monthly,SI,Slovenia,EUR,Euro, Exchange rates against USD Slovenia - Euro - Monthly - Average of observations through period,M:SI:EUR:A,2012-05,0.782165
Monthly,SK,Slovakia,EUR,Euro, Exchange rates against USD Slovakia - Euro - Monthly - Average of observations through period,M:SK:EUR:A,2012-05,0.782165
Monthly,TH,Thailand,THB,Baht, Exchange rates against USD Thailand - Baht - Monthly - Average of observations through period,M:TH:THB:A,2012-05,31.342662
Monthly,TR,Turkey,TRY,Turkish lira, Exchange rates against USD Turkey - Turkish lira - Monthly - Average of observations through period,M:TR:TRY:A,2012-05,1.8106009266583
Monthly,US,United States,USD,US dollar, Exchange rates against USD United States - US dollar - Monthly - Average of observations through period,M:US:USD:A,2012-05,1.0
Monthly,XM,Euro area,EUR,Euro, Exchange rates against USD Euro area - Euro - Monthly - Average of observations through period,M:XM:EUR:A,2012-05,0.782165
Monthly,ZA,South Africa,ZAR,South African Rand, Exchange rates against USD South Africa - South African Rand - Monthly - Average of observations through period,M:ZA:ZAR:A,2012-05,8.168313
Monthly,AE,United Arab Emirates,AED,UAE dirham, Exchange rates against USD United Arab Emirates - UAE dirham - Monthly - Average of observations through period,M:AE:AED:A,2012-06,3.6725
Monthly,AR,Argentina,ARS,Argentine peso, Exchange rates against USD Argentina - Argentine peso - Monthly - Average of observations through period,M:AR:ARS:A,2012-06,4.4726107759728
Monthly,AT,Austria,EUR,Euro, Exchange rates against USD Austria - Euro - Monthly - Average of observations through period,M:AT:EUR:A,2012-06,0.798362
Monthly,AU,Australia,AUD,Australian dollar, Exchange rates against USD Australia - Australian dollar - Monthly - Average of observations through period,M:AU:AUD:A,2012-06,1.001957
Monthly,BA,Bosnia and Herzegovina,BAM,Bosnian convertible mark, Exchange rates against USD Bosnia and Herzegovina - Bosnian convertible mark - Monthly - Average of observations through period,M:BA:BAM:A,2012-06,1.563484
Monthly,BE,Belgium,EUR,Euro, Exchange rates against USD Belgium - Euro - Monthly - Average of observations through period,M:BE:EUR:A,2012-06,0.798362
Monthly,BG,Bulgaria,BGN,Lev, Exchange rates against USD Bulgaria - Lev - Monthly - Average of observations through period,M:BG:BGN:A,2012-06,1.561436
Monthly,BR,Brazil,BRL,Brazilian real, Exchange rates against USD Brazil - Brazilian real - Monthly - Average of observations through period,M:BR:BRL:A,2012-06,2.0483469382335
Monthly,CA,Canada,CAD,Canadian dollar, Exchange rates against USD Canada - Canadian dollar - Monthly - Average of observations through period,M:CA:CAD:A,2012-06,1.027831
Monthly,CH,Switzerland,CHF,Swiss franc, Exchange rates against USD Switzerland - Swiss franc - Monthly - Average of observations through period,M:CH:CHF:A,2012-06,0.958882
Monthly,CL,Chile,CLP,Chilean peso, Exchange rates against USD Chile - Chilean peso - Monthly - Average of observations through period,M:CL:CLP:A,2012-06,505.628095
Monthly,CN,China,CNY,Renminbi, Exchange rates against USD China - Renminbi - Monthly - Average of observations through period,M:CN:CNY:A,2012-06,6.360714
Monthly,CO,Colombia,COP,Colombian peso, Exchange rates against USD Colombia - Colombian peso - Monthly - Average of observations through period,M:CO:COP:A,2012-06,1792.546667
Monthly,CZ,Czechia,CZK,Czech koruna, Exchange rates against USD Czechia - Czech koruna - Monthly - Average of observations through period,M:CZ:CZK:A,2012-06,20.470491
Monthly,DE,Germany,EUR,Euro, Exchange rates against USD Germany - Euro - Monthly - Average of observations through period,M:DE:EUR:A,2012-06,0.798362
Monthly,DK,Denmark,DKK,Danish krone, Exchange rates against USD Denmark - Danish krone - Monthly - Average of observations through period,M:DK:DKK:A,2012-06,5.933849
Monthly,EE,Estonia,EUR,Euro, Exchange rates against USD Estonia - Euro - Monthly - Average of observations through period,M:EE:EUR:A,2012-06,0.798362
Monthly,ES,Spain,EUR,Euro, Exchange rates against USD Spain - Euro - Monthly - Average of observations through period,M:ES:EUR:A,2012-06,0.798362
Monthly,FI,Finland,EUR,Euro, Exchange rates against USD Finland - Euro - Monthly - Average of observations through period,M:FI:EUR:A,2012-06,0.798362
Monthly,FR,France,EUR,Euro, Exchange rates against USD France - Euro - Monthly - Average of observations through period,M:FR:EUR:A,2012-06,0.798362
Monthly,GB,United Kingdom,GBP,Pound (sterling), Exchange rates against USD United Kingdom - Pound (sterling) - Monthly - Average of observations through period,M:GB:GBP:A,2012-06,0.643309
Monthly,GR,Greece,EUR,Euro, Exchange rates against USD Greece - Euro - Monthly - Average of observations through period,M:GR:EUR:A,2012-06,0.798362
Monthly,HK,Hong Kong SAR,HKD,Hong Kong dollar, Exchange rates against USD Hong Kong SAR - Hong Kong dollar - Monthly - Average of observations through period,M:HK:HKD:A,2012-06,7.759057
Monthly,HR,Croatia,EUR,Euro, Exchange rates against USD Croatia - Euro - Monthly - Average of observations through period,M:HR:EUR:A,2012-06,0.799308
Monthly,HU,Hungary,HUF,Forint, Exchange rates against USD Hungary - Forint - Monthly - Average of observations through period,M:HU:HUF:A,2012-06,234.3924
Monthly,ID,Indonesia,IDR,Rupiah, Exchange rates against USD Indonesia - Rupiah - Monthly - Average of observations through period,M:ID:IDR:A,2012-06,9444.412326
Monthly,IE,Ireland,EUR,Euro, Exchange rates against USD Ireland - Euro - Monthly - Average of observations through period,M:IE:EUR:A,2012-06,0.798362
Monthly,IL,Israel,ILS,New shekel, Exchange rates against USD Israel - New shekel - Monthly - Average of observations through period,M:IL:ILS:A,2012-06,3.89298
Monthly,IN,India,INR,Indian rupee, Exchange rates against USD India - Indian rupee - Monthly - Average of observations through period,M:IN:INR:A,2012-06,56.01639
Monthly,IS,Iceland,ISK,Icelandic krona, Exchange rates against USD Iceland - Icelandic krona - Monthly - Average of observations through period,M:IS:ISK:A,2012-06,127.525714
Monthly,IT,Italy,EUR,Euro, Exchange rates against USD Italy - Euro - Monthly - Average of observations through period,M:IT:EUR:A,2012-06,0.798362
Monthly,JP,Japan,JPY,Yen, Exchange rates against USD Japan - Yen - Monthly - Average of observations through period,M:JP:JPY:A,2012-06,79.240284
Monthly,KR,Korea,KRW,Won, Exchange rates against USD Korea - Won - Monthly - Average of observations through period,M:KR:KRW:A,2012-06,1164.482035
Monthly,LT,Lithuania,EUR,Euro, Exchange rates against USD Lithuania - Euro - Monthly - Average of observations through period,M:LT:EUR:A,2012-06,0.798362
Monthly,LU,Luxembourg,EUR,Euro, Exchange rates against USD Luxembourg - Euro - Monthly - Average of observations through period,M:LU:EUR:A,2012-06,0.798362
Monthly,LV,Latvia,EUR,Euro, Exchange rates against USD Latvia - Euro - Monthly - Average of observations through period,M:LV:EUR:A,2012-06,0.791623
Monthly,MK,North Macedonia,MKD,Denar, Exchange rates against USD North Macedonia - Denar - Monthly - Average of observations through period,M:MK:MKD:A,2012-06,49.1705
Monthly,MX,Mexico,MXN,Mexican peso, Exchange rates against USD Mexico - Mexican peso - Monthly - Average of observations through period,M:MX:MXN:A,2012-06,13.934058
Monthly,MY,Malaysia,MYR,Malaysian ringgit, Exchange rates against USD Malaysia - Malaysian ringgit - Monthly - Average of observations through period,M:MY:MYR:A,2012-06,3.180252
Monthly,NL,Netherlands,EUR,Euro, Exchange rates against USD Netherlands - Euro - Monthly - Average of observations through period,M:NL:EUR:A,2012-06,0.798362
Monthly,NO,Norway,NOK,Norwegian krone, Exchange rates against USD Norway - Norwegian krone - Monthly - Average of observations through period,M:NO:NOK:A,2012-06,6.019872
Monthly,PE,Peru,PEN,Sol, Exchange rates against USD Peru - Sol - Monthly - Average of observations through period,M:PE:PEN:A,2012-06,2.6709
Monthly,PH,Philippines,PHP,Philippine peso, Exchange rates against USD Philippines - Philippine peso - Monthly - Average of observations through period,M:PH:PHP:A,2012-06,42.720077
Monthly,PL,Poland,PLN,Zloty, Exchange rates against USD Poland - Zloty - Monthly - Average of observations through period,M:PL:PLN:A,2012-06,3.43099
Monthly,PT,Portugal,EUR,Euro, Exchange rates against USD Portugal - Euro - Monthly - Average of observations through period,M:PT:EUR:A,2012-06,0.798362
Monthly,RO,Romania,RON,Romanian leu, Exchange rates against USD Romania - Romanian leu - Monthly - Average of observations through period,M:RO:RON:A,2012-06,3.562752
Monthly,RS,Serbia,RSD,Serbian Dinar, Exchange rates against USD Serbia - Serbian Dinar - Monthly - Average of observations through period,M:RS:RSD:A,2012-06,92.23839047619
Monthly,RU,Russia,RUB,Russian rouble, Exchange rates against USD Russia - Russian rouble - Monthly - Average of observations through period,M:RU:RUB:A,2012-06,32.874279
Monthly,SA,Saudi Arabia,SAR,Saudi riyal, Exchange rates against USD Saudi Arabia - Saudi riyal - Monthly - Average of observations through period,M:SA:SAR:A,2012-06,3.750381
Monthly,SE,Sweden,SEK,Swedish krona, Exchange rates against USD Sweden - Swedish krona - Monthly - Average of observations through period,M:SE:SEK:A,2012-06,7.085099
Monthly,SG,Singapore,SGD,Singapore dollar, Exchange rates against USD Singapore - Singapore dollar - Monthly - Average of observations through period,M:SG:SGD:A,2012-06,1.278618
Monthly,SI,Slovenia,EUR,Euro, Exchange rates against USD Slovenia - Euro - Monthly - Average of observations through period,M:SI:EUR:A,2012-06,0.798362
Monthly,SK,Slovakia,EUR,Euro, Exchange rates against USD Slovakia - Euro - Monthly - Average of observations through period,M:SK:EUR:A,2012-06,0.798362
Monthly,TH,Thailand,THB,Baht, Exchange rates against USD Thailand - Baht - Monthly - Average of observations through period,M:TH:THB:A,2012-06,31.646264
Monthly,TR,Turkey,TRY,Turkish lira, Exchange rates against USD Turkey - Turkish lira - Monthly - Average of observations through period,M:TR:TRY:A,2012-06,1.8232055392512
Monthly,US,United States,USD,US dollar, Exchange rates against USD United States - US dollar - Monthly - Average of observations through period,M:US:USD:A,2012-06,1.0
Monthly,XM,Euro area,EUR,Euro, Exchange rates against USD Euro area - Euro - Monthly - Average of observations through period,M:XM:EUR:A,2012-06,0.798362
Monthly,ZA,South Africa,ZAR,South African Rand, Exchange rates against USD South Africa - South African Rand - Monthly - Average of observations through period,M:ZA:ZAR:A,2012-06,8.387027
Monthly,AE,United Arab Emirates,AED,UAE dirham, Exchange rates against USD United Arab Emirates - UAE dirham - Monthly - Average of observations through period,M:AE:AED:A,2012-07,3.6725
Monthly,AR,Argentina,ARS,Argentine peso, Exchange rates against USD Argentina - Argentine peso - Monthly - Average of observations through period,M:AR:ARS:A,2012-07,4.5452725872408
Monthly,AT,Austria,EUR,Euro, Exchange rates against USD Austria - Euro - Monthly - Average of observations through period,M:AT:EUR:A,2012-07,0.813875
Monthly,AU,Australia,AUD,Australian dollar, Exchange rates against USD Australia - Australian dollar - Monthly - Average of observations through period,M:AU:AUD:A,2012-07,0.970926
Monthly,BA,Bosnia and Herzegovina,BAM,Bosnian convertible mark, Exchange rates against USD Bosnia and Herzegovina - Bosnian convertible mark - Monthly - Average of observations through period,M:BA:BAM:A,2012-07,1.589908
Monthly,BE,Belgium,EUR,Euro, Exchange rates against USD Belgium - Euro - Monthly - Average of observations through period,M:BE:EUR:A,2012-07,0.813875
Monthly,BG,Bulgaria,BGN,Lev, Exchange rates against USD Bulgaria - Lev - Monthly - Average of observations through period,M:BG:BGN:A,2012-07,1.591776
Monthly,BR,Brazil,BRL,Brazilian real, Exchange rates against USD Brazil - Brazilian real - Monthly - Average of observations through period,M:BR:BRL:A,2012-07,2.0275540980783
